Experiment,Coverslip,Condition,Replicate,mainRep
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov1,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainEZR_Rep1_Cov2,20211127_Cntr_ROCKi_StainEZR,20211127_Cntr_ROCKi_StainEZR_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov1,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainMSN_Rep1_Cov2,20211127_Cntr_ROCKi_StainMSN,20211127_Cntr_ROCKi_StainMSN_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov1,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_Cntr_ROCKi_StainRDX_Rep1_Cov2,20211127_Cntr_ROCKi_StainRDX,20211127_Cntr_ROCKi_StainRDX_Rep1,DMSO_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov1,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainMSN_Rep1_Cov2,20211127_ROCKi_StainMSN,20211127_ROCKi_StainMSN_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov1,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainRDX_Rep1_Cov2,20211127_ROCKi_StainRDX,20211127_ROCKi_StainRDX_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov1,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
20211127_ROCKi_Rep1,20211127_ROCKi_StainEZR_Rep1_Cov2,20211127_ROCKi_StainEZR,20211127_ROCKi_StainEZR_Rep1,ROCKi_4
